Employee_ID,Work_ID,Wellness_ID,Stress_Level,Work_Life_Balance_Rating,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work
EMP0500,485,21,Medium,3,Decrease,2,Neutral
EMP0501,486,24,Low,5,Decrease,4,Unsatisfied
EMP0502,487,56,High,1,No Change,4,Unsatisfied
EMP0503,488,38,High,3,Increase,3,Unsatisfied
EMP0504,489,18,Low,3,Decrease,3,Satisfied
EMP0505,490,63,Low,3,No Change,1,Neutral
EMP0506,491,18,Medium,4,No Change,2,Satisfied
EMP0507,492,53,Low,1,Decrease,5,Satisfied
EMP0508,493,8,Medium,1,Increase,2,Unsatisfied
EMP0509,494,28,Medium,1,No Change,2,Neutral
EMP0510,495,19,Medium,2,Increase,4,Neutral
EMP0511,496,45,Low,4,Decrease,3,Satisfied
EMP0512,497,29,High,2,Decrease,4,Satisfied
EMP0513,498,50,Low,3,Increase,4,Neutral
EMP0514,499,54,Medium,4,Increase,1,Unsatisfied
EMP0515,500,36,Medium,1,Decrease,4,Unsatisfied
EMP0516,501,3,Low,1,Increase,1,Neutral
EMP0517,502,44,Low,2,Increase,3,Neutral
EMP0518,503,1,Medium,4,No Change,4,Neutral
EMP0519,504,11,Low,5,No Change,3,Satisfied
EMP0520,505,29,High,3,Decrease,4,Neutral
EMP0521,506,40,Low,5,Decrease,5,Unsatisfied
EMP0522,507,50,Medium,1,Increase,3,Neutral
EMP0523,508,41,Medium,3,Increase,4,Unsatisfied
EMP0524,509,45,Medium,2,Decrease,4,Satisfied
EMP0525,510,8,Medium,2,Increase,3,Unsatisfied
EMP0526,511,69,Low,2,No Change,1,Unsatisfied
EMP0527,512,58,High,3,Increase,1,Unsatisfied
EMP0528,513,1,Medium,3,Increase,3,Unsatisfied
EMP0529,514,7,Medium,2,No Change,4,Satisfied
EMP0530,515,56,High,3,Increase,1,Satisfied
EMP0531,516,41,High,3,No Change,4,Unsatisfied
EMP0532,517,7,High,1,Decrease,1,Unsatisfied
EMP0533,518,25,Medium,3,No Change,1,Satisfied
EMP0534,519,8,Low,3,Increase,4,Unsatisfied
EMP0535,520,59,High,5,Decrease,3,Unsatisfied
EMP0536,521,10,High,1,Increase,4,Neutral
EMP0537,522,21,Medium,5,No Change,1,Neutral
EMP0538,523,9,Medium,3,No Change,2,Unsatisfied
EMP0539,524,70,Low,3,No Change,4,Satisfied
EMP0540,525,63,High,4,No Change,1,Neutral
EMP0541,526,34,High,2,No Change,4,Neutral
EMP0542,527,30,Medium,4,Increase,5,Unsatisfied
EMP0543,528,1,Medium,5,No Change,2,Satisfied
EMP0544,529,6,Medium,3,Decrease,2,Unsatisfied
EMP0545,530,9,Low,1,Decrease,3,Unsatisfied
EMP0546,531,58,Low,4,No Change,5,Unsatisfied
EMP0547,532,53,Medium,3,No Change,3,Satisfied
EMP0548,533,47,Medium,3,No Change,4,Unsatisfied
EMP0549,534,71,Medium,4,No Change,2,Unsatisfied
EMP0550,535,40,High,3,Decrease,5,Neutral
EMP0551,536,28,High,2,No Change,4,Unsatisfied
EMP0552,537,22,High,3,Decrease,5,Satisfied
EMP0553,538,27,High,4,Decrease,2,Satisfied
EMP0554,539,2,High,4,Increase,1,Neutral
EMP0555,540,62,Low,5,Decrease,5,Unsatisfied
EMP0556,60,20,High,4,Decrease,1,Satisfied
EMP0557,541,49,Low,1,Increase,1,Neutral
EMP0558,542,48,Low,3,Decrease,5,Unsatisfied
EMP0559,543,19,Medium,3,No Change,4,Satisfied
EMP0560,544,47,Medium,5,Decrease,2,Neutral
EMP0561,545,7,High,5,No Change,3,Unsatisfied
EMP0562,546,58,Medium,2,Decrease,2,Satisfied
EMP0563,547,1,Low,5,Increase,5,Unsatisfied
EMP0564,548,45,High,2,Decrease,4,Neutral
EMP0565,549,3,Low,4,No Change,4,Satisfied
EMP0566,550,67,High,2,Decrease,4,Satisfied
EMP0567,551,4,Medium,1,No Change,4,Satisfied
EMP0568,552,71,High,5,Decrease,2,Satisfied
EMP0569,553,42,High,5,Increase,4,Neutral
EMP0570,554,28,High,1,Increase,2,Unsatisfied
EMP0571,555,14,High,2,No Change,2,Satisfied
EMP0572,556,41,Medium,3,Decrease,2,Satisfied
EMP0573,557,49,Medium,1,Decrease,2,Unsatisfied
EMP0574,558,52,Medium,2,Decrease,4,Neutral
EMP0575,559,49,Medium,4,Increase,4,Satisfied
EMP0576,560,68,Medium,2,Decrease,4,Satisfied
EMP0577,561,54,High,3,Increase,1,Unsatisfied
EMP0578,562,15,High,4,Increase,2,Satisfied
EMP0579,563,3,Low,3,Increase,4,Unsatisfied
EMP0580,564,13,Low,4,Decrease,4,Neutral
EMP0581,565,29,High,5,No Change,5,Satisfied
EMP0582,566,50,Medium,5,Decrease,4,Unsatisfied
EMP0583,567,14,Medium,1,Decrease,2,Unsatisfied
EMP0584,568,26,Medium,1,Decrease,4,Neutral
EMP0585,569,26,Low,1,No Change,5,Neutral
EMP0586,570,46,Low,3,No Change,3,Neutral
EMP0587,571,9,Low,5,Increase,4,Unsatisfied
EMP0588,572,18,Low,3,Increase,1,Satisfied
EMP0589,573,55,Medium,5,Decrease,4,Satisfied
EMP0590,574,30,Low,4,Decrease,1,Satisfied
EMP0591,575,63,Low,5,Decrease,4,Unsatisfied
EMP0592,576,5,Medium,3,Increase,1,Neutral
EMP0593,577,28,Medium,2,No Change,3,Unsatisfied
EMP0594,382,49,High,5,Decrease,3,Neutral
EMP0595,578,34,High,1,No Change,4,Unsatisfied
EMP0596,579,42,Medium,2,No Change,1,Unsatisfied
EMP0597,580,2,Low,5,Decrease,1,Unsatisfied
EMP0598,581,20,High,4,Increase,5,Unsatisfied
EMP0599,582,44,Medium,5,Decrease,2,Neutral
EMP0600,40,11,Low,1,Decrease,4,Neutral
EMP0601,583,32,Low,1,Decrease,3,Neutral
EMP0602,584,25,High,3,Decrease,4,Neutral
EMP0603,585,22,Medium,1,Decrease,1,Satisfied
EMP0604,586,47,High,3,Decrease,3,Satisfied
EMP0605,587,56,High,4,Decrease,2,Satisfied
EMP0606,588,21,High,1,No Change,5,Unsatisfied
EMP0607,589,68,Low,5,Decrease,3,Satisfied
EMP0608,590,8,High,3,Increase,2,Neutral
EMP0609,591,62,High,3,Increase,2,Unsatisfied
EMP0610,592,17,Medium,5,No Change,2,Satisfied
EMP0611,593,69,High,4,Decrease,2,Unsatisfied
EMP0612,594,20,Medium,3,Decrease,4,Neutral
EMP0613,595,8,Medium,4,Decrease,3,Satisfied
EMP0614,596,48,High,2,No Change,2,Unsatisfied
EMP0615,597,67,Medium,4,No Change,3,Unsatisfied
EMP0616,598,25,Medium,3,No Change,5,Unsatisfied
EMP0617,599,52,Medium,1,No Change,5,Satisfied
EMP0618,600,51,High,4,Decrease,4,Unsatisfied
EMP0619,601,43,Low,2,Decrease,1,Satisfied
EMP0620,602,19,High,5,Decrease,4,Unsatisfied
EMP0621,603,25,High,3,Decrease,3,Neutral
EMP0622,604,10,Low,5,Increase,1,Unsatisfied
EMP0623,605,3,Medium,5,No Change,5,Neutral
EMP0624,606,42,High,5,No Change,4,Unsatisfied
EMP0625,607,45,High,4,No Change,3,Satisfied
EMP0626,608,3,Low,1,Decrease,3,Unsatisfied
EMP0627,609,42,Medium,2,Decrease,3,Satisfied
EMP0628,610,28,Low,1,Increase,1,Unsatisfied
EMP0629,122,21,High,1,No Change,1,Satisfied
EMP0630,611,68,Low,4,Increase,5,Unsatisfied
EMP0631,612,19,Low,5,Decrease,2,Satisfied
EMP0632,613,36,Medium,2,Decrease,1,Unsatisfied
EMP0633,614,48,High,3,Increase,4,Unsatisfied
EMP0634,615,16,Low,3,No Change,1,Neutral
EMP0635,616,63,High,1,Increase,4,Unsatisfied
EMP0636,617,63,High,2,Increase,1,Neutral
EMP0637,618,72,Low,1,Increase,2,Unsatisfied
EMP0638,619,55,High,3,Increase,5,Unsatisfied
EMP0639,620,32,High,3,Decrease,3,Satisfied
EMP0640,621,4,Low,5,No Change,2,Satisfied
EMP0641,622,3,High,2,No Change,1,Unsatisfied
EMP0642,623,40,Low,5,Decrease,2,Satisfied
EMP0643,624,53,Medium,1,Increase,4,Neutral
EMP0644,625,72,Medium,3,No Change,4,Satisfied
EMP0645,626,5,Medium,3,Decrease,3,Satisfied
EMP0646,627,60,Medium,1,No Change,3,Unsatisfied
EMP0647,126,72,High,3,No Change,4,Satisfied
EMP0648,628,55,Low,3,Decrease,3,Satisfied
EMP0649,629,1,Low,3,Decrease,4,Satisfied
EMP0650,630,2,Low,5,Increase,4,Satisfied
EMP0651,631,29,Low,4,Decrease,2,Unsatisfied
EMP0652,632,69,Medium,2,Decrease,4,Satisfied
EMP0653,155,18,Low,1,No Change,4,Unsatisfied
EMP0654,633,57,High,3,No Change,2,Neutral
EMP0655,634,45,High,2,Increase,2,Satisfied
EMP0656,635,60,High,5,Decrease,5,Neutral
EMP0657,636,46,Medium,1,Decrease,3,Unsatisfied
EMP0658,637,53,Low,1,Increase,5,Neutral
EMP0659,638,62,Low,5,No Change,4,Satisfied
EMP0660,639,57,High,4,Decrease,5,Neutral
EMP0661,640,53,High,3,Increase,4,Satisfied
EMP0662,641,60,Low,1,Decrease,2,Satisfied
EMP0663,580,46,Low,5,Increase,4,Satisfied
EMP0664,642,46,High,1,No Change,1,Unsatisfied
EMP0665,643,7,High,1,Decrease,2,Unsatisfied
EMP0666,644,22,Low,5,No Change,4,Neutral
EMP0667,645,58,High,5,Increase,4,Neutral
EMP0668,646,55,Medium,4,No Change,5,Neutral
EMP0669,647,62,Medium,5,No Change,4,Unsatisfied
EMP0670,648,39,Low,2,No Change,2,Neutral
EMP0671,649,12,Medium,5,Decrease,1,Unsatisfied
EMP0672,650,69,High,4,Increase,4,Satisfied
EMP0673,651,4,Medium,3,Increase,2,Unsatisfied
EMP0674,652,33,Low,2,Decrease,4,Neutral
EMP0675,653,20,High,4,Increase,3,Satisfied
EMP0676,654,29,Medium,2,No Change,4,Unsatisfied
EMP0677,655,63,High,1,Decrease,5,Neutral
EMP0678,656,10,Medium,2,Increase,2,Neutral
EMP0679,657,60,Medium,3,Increase,2,Satisfied
EMP0680,658,30,Medium,4,No Change,5,Unsatisfied
EMP0681,659,20,High,5,No Change,4,Satisfied
EMP0682,660,50,Medium,4,Increase,3,Neutral
EMP0683,212,4,Medium,5,No Change,1,Satisfied
EMP0684,661,8,Medium,4,No Change,4,Neutral
EMP0685,662,35,Medium,1,Decrease,2,Satisfied
EMP0686,663,36,High,2,No Change,2,Unsatisfied
EMP0687,664,16,Low,4,Increase,5,Unsatisfied
EMP0688,665,18,Low,3,Increase,1,Satisfied
EMP0689,666,21,High,4,Increase,3,Neutral
EMP0690,81,17,Medium,1,Decrease,4,Satisfied
EMP0691,323,49,Medium,3,No Change,4,Satisfied
EMP0692,667,20,Low,3,Increase,4,Neutral
EMP0693,668,23,Medium,5,No Change,5,Unsatisfied
EMP0694,10,59,Low,5,Decrease,1,Unsatisfied
EMP0695,669,11,Low,3,Increase,1,Unsatisfied
EMP0696,670,25,Medium,5,Increase,4,Neutral
EMP0697,671,22,Medium,1,Decrease,3,Satisfied
EMP0698,672,19,High,1,Decrease,4,Neutral
EMP0699,673,67,Medium,3,No Change,4,Unsatisfied
EMP0700,674,55,High,3,Increase,3,Satisfied
EMP0701,675,37,Medium,3,Increase,1,Satisfied
EMP0702,676,6,High,2,No Change,5,Neutral
EMP0703,677,11,Medium,1,Increase,5,Unsatisfied
EMP0704,678,36,Medium,1,Increase,5,Neutral
EMP0705,679,35,Low,2,Decrease,1,Satisfied
EMP0706,680,36,Low,3,Increase,1,Satisfied
EMP0707,681,6,Medium,2,Decrease,2,Neutral
EMP0708,682,5,Medium,4,Decrease,3,Unsatisfied
EMP0709,683,6,Low,3,Decrease,5,Neutral
EMP0710,684,72,High,4,Decrease,1,Satisfied
EMP0711,685,6,High,3,No Change,2,Satisfied
EMP0712,686,40,Low,4,Increase,1,Neutral
EMP0713,687,19,High,3,No Change,5,Neutral
EMP0714,688,34,High,1,No Change,2,Neutral
EMP0715,689,71,Medium,5,No Change,1,Satisfied
EMP0716,690,28,High,4,No Change,2,Unsatisfied
EMP0717,691,38,High,1,Increase,2,Unsatisfied
EMP0718,692,30,Medium,3,Decrease,2,Neutral
EMP0719,693,4,High,2,Decrease,3,Satisfied
EMP0720,694,71,Low,5,Decrease,1,Satisfied
EMP0721,695,17,Medium,2,No Change,3,Unsatisfied
EMP0722,696,8,Low,5,No Change,5,Neutral
EMP0723,697,42,Medium,4,No Change,5,Neutral
EMP0724,698,44,Low,2,Increase,1,Unsatisfied
EMP0725,699,42,High,2,Decrease,5,Satisfied
EMP0726,700,19,Medium,4,No Change,3,Unsatisfied
EMP0727,701,51,Medium,1,Increase,5,Unsatisfied
EMP0728,677,39,Low,3,Increase,5,Unsatisfied
EMP0729,702,59,Medium,2,Increase,1,Neutral
EMP0730,703,5,Medium,1,Decrease,3,Satisfied
EMP0731,704,57,High,4,No Change,1,Unsatisfied
EMP0732,705,14,High,2,No Change,2,Neutral
EMP0733,706,42,Medium,3,Decrease,2,Unsatisfied
EMP0734,707,31,High,5,Decrease,3,Satisfied
EMP0735,708,30,Medium,3,Decrease,1,Satisfied
EMP0736,709,47,Low,5,Decrease,2,Satisfied
EMP0737,710,41,Medium,4,No Change,5,Satisfied
EMP0738,711,37,High,4,Increase,1,Unsatisfied
EMP0739,712,11,Low,5,Decrease,2,Satisfied
EMP0740,713,38,Medium,3,Decrease,2,Satisfied
EMP0741,714,63,Medium,1,Increase,2,Satisfied
EMP0742,715,35,High,3,Decrease,4,Satisfied
EMP0743,716,36,Medium,5,Decrease,1,Unsatisfied
EMP0744,717,53,High,2,No Change,4,Satisfied
EMP0745,718,22,Medium,1,Increase,5,Satisfied
EMP0746,719,55,Medium,4,Increase,1,Satisfied
EMP0747,720,43,Medium,1,Decrease,2,Unsatisfied
EMP0748,721,12,High,2,No Change,5,Satisfied
EMP0749,722,27,High,1,Decrease,5,Satisfied
EMP0750,723,52,Low,4,Decrease,5,Unsatisfied
EMP0751,724,28,Medium,3,Increase,4,Neutral
EMP0752,725,25,Medium,5,Increase,4,Unsatisfied
EMP0753,276,23,Medium,5,No Change,3,Satisfied
EMP0754,726,6,High,2,Decrease,3,Satisfied
EMP0755,727,29,Low,1,Decrease,3,Unsatisfied
EMP0756,728,69,Medium,1,Increase,3,Satisfied
EMP0757,729,20,Low,2,No Change,2,Unsatisfied
EMP0758,730,24,Low,3,Increase,1,Neutral
EMP0759,731,35,Medium,5,Increase,3,Neutral
EMP0760,732,12,Medium,5,Increase,2,Neutral
EMP0761,733,11,High,2,No Change,1,Neutral
EMP0762,734,42,High,1,Decrease,2,Unsatisfied
EMP0763,735,5,Low,3,Decrease,4,Neutral
EMP0764,736,10,Medium,1,Decrease,3,Neutral
EMP0765,737,48,Medium,1,Decrease,3,Neutral
EMP0766,422,68,High,2,Increase,4,Neutral
EMP0767,738,15,Low,5,Increase,2,Satisfied
EMP0768,559,28,Medium,2,Decrease,2,Neutral
EMP0769,739,62,Low,4,No Change,2,Satisfied
EMP0770,740,67,Medium,5,Increase,2,Neutral
EMP0771,741,32,Low,4,Decrease,2,Neutral
EMP0772,742,1,Medium,1,Increase,5,Satisfied
EMP0773,743,39,Low,3,Increase,1,Satisfied
EMP0774,744,40,Medium,1,Decrease,1,Unsatisfied
EMP0775,745,41,High,2,Increase,2,Unsatisfied
EMP0776,746,47,Medium,1,Increase,3,Satisfied
EMP0777,747,68,Medium,5,Increase,5,Unsatisfied
EMP0778,748,37,Medium,2,Decrease,4,Satisfied
EMP0779,749,45,Medium,5,Increase,1,Neutral
EMP0780,444,40,High,3,Increase,3,Unsatisfied
EMP0781,750,7,High,2,Decrease,3,Satisfied
EMP0782,751,24,High,3,Increase,1,Neutral
EMP0783,752,9,Low,1,Increase,1,Satisfied
EMP0784,753,41,Medium,2,No Change,2,Unsatisfied
EMP0785,754,25,High,3,Decrease,3,Satisfied
EMP0786,167,49,Low,3,Decrease,5,Neutral
EMP0787,755,33,Medium,4,Increase,1,Satisfied
EMP0788,756,59,High,3,Decrease,3,Neutral
EMP0789,757,27,Medium,2,Decrease,2,Satisfied
EMP0790,758,61,Low,5,Decrease,5,Satisfied
EMP0791,759,25,Medium,5,No Change,2,Neutral
EMP0792,760,54,Medium,1,Increase,2,Unsatisfied
EMP0793,761,63,High,1,No Change,2,Satisfied
EMP0794,762,18,High,2,Decrease,3,Neutral
EMP0795,435,27,Low,5,No Change,4,Satisfied
EMP0796,763,23,Low,4,No Change,4,Unsatisfied
EMP0797,764,24,Low,3,No Change,5,Unsatisfied
EMP0798,765,72,Medium,4,No Change,4,Unsatisfied
EMP0799,766,54,High,4,Decrease,3,Satisfied
EMP0800,767,27,Low,1,Decrease,3,Unsatisfied
EMP0801,768,57,Medium,5,Decrease,5,Satisfied
EMP0802,769,60,High,2,No Change,1,Unsatisfied
EMP0803,770,62,Medium,5,Increase,2,Satisfied
EMP0804,771,17,Low,1,No Change,5,Unsatisfied
EMP0805,772,51,High,4,Increase,5,Neutral
EMP0806,773,53,High,5,Increase,4,Unsatisfied
EMP0807,774,22,Medium,5,Decrease,2,Neutral
EMP0808,775,49,Low,5,Decrease,5,Unsatisfied
EMP0809,776,25,Medium,4,Increase,4,Neutral
EMP0810,777,30,Low,3,No Change,4,Satisfied
EMP0811,778,13,Low,5,No Change,4,Unsatisfied
EMP0812,779,22,High,5,No Change,4,Neutral
EMP0813,780,9,Medium,5,Decrease,2,Unsatisfied
EMP0814,781,65,Low,5,Increase,2,Neutral
EMP0815,35,8,Medium,1,No Change,2,Neutral
EMP0816,782,34,Medium,5,Decrease,3,Unsatisfied
EMP0817,783,46,Low,4,No Change,1,Unsatisfied
EMP0818,784,42,Low,2,No Change,2,Satisfied
EMP0819,785,29,Medium,3,Decrease,3,Neutral
EMP0820,786,71,Medium,4,No Change,4,Neutral
EMP0821,700,38,High,2,Decrease,1,Satisfied
EMP0822,787,47,Low,3,Increase,1,Unsatisfied
EMP0823,788,64,High,3,No Change,2,Neutral
EMP0824,789,5,Low,5,Decrease,2,Neutral
EMP0825,790,17,Low,4,Decrease,5,Neutral
EMP0826,791,51,Low,5,No Change,4,Satisfied
EMP0827,792,55,High,4,No Change,2,Satisfied
EMP0828,793,68,Medium,4,No Change,2,Satisfied
EMP0829,794,21,Medium,3,No Change,4,Neutral
EMP0830,795,61,Medium,4,Decrease,3,Unsatisfied
EMP0831,796,9,High,1,Increase,3,Unsatisfied
EMP0832,797,59,High,4,No Change,1,Neutral
EMP0833,436,47,High,2,Decrease,1,Satisfied
EMP0834,798,29,High,3,Increase,3,Unsatisfied
EMP0835,799,71,Medium,5,Decrease,2,Satisfied
EMP0836,800,41,Low,5,No Change,3,Neutral
EMP0837,801,33,Medium,1,No Change,1,Satisfied
EMP0838,802,12,Medium,3,Increase,2,Neutral
EMP0839,803,13,Medium,4,Decrease,2,Neutral
EMP0840,804,9,High,1,Decrease,3,Unsatisfied
EMP0841,56,71,Medium,5,Increase,3,Unsatisfied
EMP0842,805,66,Low,3,Decrease,5,Satisfied
EMP0843,806,69,High,2,Decrease,4,Neutral
EMP0844,807,60,High,2,Decrease,1,Unsatisfied
EMP0845,808,50,High,1,No Change,4,Unsatisfied
EMP0846,809,20,Low,5,Decrease,3,Unsatisfied
EMP0847,810,55,Medium,5,No Change,3,Neutral
EMP0848,811,57,High,5,Increase,1,Unsatisfied
EMP0849,812,9,High,3,Decrease,4,Neutral
EMP0850,813,43,Medium,2,Increase,4,Neutral
EMP0851,814,41,High,1,No Change,4,Neutral
EMP0852,815,13,Low,3,Decrease,2,Satisfied
EMP0853,731,25,High,2,Increase,2,Neutral
EMP0854,816,25,Medium,1,No Change,4,Neutral
EMP0855,397,25,High,1,Increase,3,Satisfied
EMP0856,817,51,High,1,Increase,4,Unsatisfied
EMP0857,818,45,Low,1,No Change,3,Satisfied
EMP0858,819,63,Low,1,Increase,3,Unsatisfied
EMP0859,820,12,High,5,No Change,3,Neutral
EMP0860,821,62,High,1,No Change,3,Satisfied
EMP0861,822,52,High,3,No Change,3,Unsatisfied
EMP0862,823,4,Low,1,Increase,3,Neutral
EMP0863,824,65,Medium,3,Increase,5,Neutral
EMP0864,825,27,High,2,No Change,4,Satisfied
EMP0865,826,9,Medium,3,No Change,3,Unsatisfied
EMP0866,827,5,Low,2,No Change,5,Unsatisfied
EMP0867,828,56,Low,3,Decrease,4,Unsatisfied
EMP0868,829,32,Low,4,Decrease,2,Unsatisfied
EMP0869,830,13,Medium,1,No Change,2,Neutral
EMP0870,831,57,Low,3,Decrease,3,Neutral
EMP0871,832,49,Medium,5,No Change,5,Unsatisfied
EMP0872,833,53,High,1,Decrease,3,Satisfied
EMP0873,834,15,Medium,1,Increase,5,Neutral
EMP0874,835,69,High,1,No Change,4,Neutral
EMP0875,836,37,Low,4,No Change,4,Neutral
EMP0876,837,71,Low,3,Decrease,4,Satisfied
EMP0877,838,63,Low,3,No Change,2,Satisfied
EMP0878,839,66,High,3,No Change,1,Neutral
EMP0879,840,18,Low,4,No Change,3,Satisfied
EMP0880,841,18,High,5,Decrease,4,Unsatisfied
EMP0881,842,33,Low,2,Increase,2,Satisfied
EMP0882,843,62,Low,5,Increase,4,Unsatisfied
EMP0883,844,10,High,1,Increase,5,Unsatisfied
EMP0884,845,7,High,1,Increase,4,Unsatisfied
EMP0885,846,64,High,2,Increase,3,Unsatisfied
EMP0886,847,37,High,1,No Change,3,Unsatisfied
EMP0887,848,30,Medium,5,No Change,4,Neutral
EMP0888,849,72,Low,2,Increase,2,Neutral
EMP0889,850,14,Low,4,Decrease,3,Unsatisfied
EMP0890,851,55,Medium,4,Decrease,2,Satisfied
EMP0891,852,5,Low,4,Increase,4,Neutral
EMP0892,853,64,Medium,1,Increase,1,Satisfied
EMP0893,684,31,Medium,2,No Change,4,Neutral
EMP0894,854,36,Medium,1,Decrease,1,Unsatisfied
EMP0895,855,68,High,4,Increase,3,Neutral
EMP0896,856,38,Medium,2,Increase,1,Neutral
EMP0897,857,72,Medium,1,No Change,5,Satisfied
EMP0898,858,34,High,3,Increase,4,Neutral
EMP0899,550,1,High,4,No Change,4,Satisfied
EMP0900,859,30,High,4,Increase,1,Satisfied
EMP0901,860,23,Medium,3,Decrease,1,Unsatisfied
EMP0902,861,30,Medium,2,No Change,3,Neutral
EMP0903,862,10,Medium,3,Increase,4,Satisfied
EMP0904,525,57,High,4,No Change,1,Neutral
EMP0905,863,18,High,4,Decrease,1,Unsatisfied
EMP0906,864,46,Low,5,No Change,1,Neutral
EMP0907,865,9,Medium,5,Decrease,5,Neutral
EMP0908,866,58,Medium,5,Increase,1,Unsatisfied
EMP0909,867,19,Low,2,Increase,3,Satisfied
EMP0910,868,58,Low,3,Decrease,3,Neutral
EMP0911,869,62,Low,5,No Change,1,Unsatisfied
EMP0912,870,12,Medium,5,No Change,2,Satisfied
EMP0913,871,65,Low,3,No Change,4,Satisfied
EMP0914,872,40,Medium,5,No Change,3,Satisfied
EMP0915,873,40,Medium,3,Decrease,3,Satisfied
EMP0916,874,6,Low,5,Decrease,2,Satisfied
EMP0917,875,51,Medium,5,Increase,3,Neutral
EMP0918,876,43,High,5,Decrease,1,Neutral
EMP0919,253,29,Low,5,Increase,1,Unsatisfied
EMP0920,877,17,Low,1,Increase,4,Unsatisfied
EMP0921,878,63,Medium,4,Increase,1,Neutral
EMP0922,879,47,Medium,5,Decrease,2,Satisfied
EMP0923,880,15,Low,5,Increase,2,Satisfied
EMP0924,269,4,High,3,Decrease,3,Satisfied
EMP0925,881,28,High,3,Increase,5,Unsatisfied
EMP0926,670,37,Medium,5,No Change,2,Unsatisfied
EMP0927,882,21,High,5,Decrease,2,Satisfied
EMP0928,883,1,Medium,4,Decrease,3,Neutral
EMP0929,884,70,Low,4,Increase,1,Satisfied
EMP0930,885,15,Low,4,No Change,4,Neutral
EMP0931,886,22,Low,1,No Change,2,Neutral
EMP0932,887,13,Low,2,Increase,4,Neutral
EMP0933,888,10,Low,4,No Change,4,Neutral
EMP0934,889,66,Medium,2,Increase,1,Satisfied
EMP0935,890,18,Medium,2,Decrease,4,Satisfied
EMP0936,891,16,Low,1,No Change,2,Satisfied
EMP0937,892,71,Medium,3,Increase,3,Unsatisfied
EMP0938,893,70,Low,1,Increase,1,Satisfied
EMP0939,894,14,High,2,Decrease,3,Neutral
EMP0940,895,39,Medium,4,Increase,5,Neutral
EMP0941,896,72,High,2,Decrease,3,Neutral
EMP0942,897,14,Medium,3,Decrease,5,Neutral
EMP0943,898,71,High,3,No Change,4,Satisfied
EMP0944,899,39,Medium,5,No Change,2,Satisfied
EMP0945,900,2,High,2,Increase,3,Satisfied
EMP0946,19,59,High,1,Increase,5,Neutral
EMP0947,901,59,Medium,2,No Change,4,Satisfied
EMP0948,902,19,Medium,5,Decrease,1,Unsatisfied
EMP0949,903,70,Low,4,Decrease,4,Neutral
EMP0950,904,41,Low,4,Decrease,1,Satisfied
EMP0951,905,39,Medium,4,Decrease,1,Unsatisfied
EMP0952,906,44,Low,5,Decrease,2,Neutral
EMP0953,907,49,High,3,No Change,1,Unsatisfied
EMP0954,908,22,Low,5,Decrease,1,Satisfied
EMP0955,909,62,Medium,2,Increase,2,Neutral
EMP0956,910,35,High,2,Increase,5,Neutral
EMP0957,911,36,Low,2,No Change,3,Unsatisfied
EMP0958,912,9,Low,5,Increase,5,Neutral
EMP0959,913,44,High,3,Decrease,4,Satisfied
EMP0960,914,12,High,4,Increase,3,Neutral
EMP0961,915,59,Medium,1,Increase,4,Satisfied
EMP0962,916,40,Medium,2,Increase,5,Unsatisfied
EMP0963,917,29,High,4,Increase,3,Unsatisfied
EMP0964,918,36,High,3,Increase,1,Unsatisfied
EMP0965,919,13,Medium,4,No Change,2,Satisfied
EMP0966,920,51,Low,3,Decrease,3,Satisfied
EMP0967,921,37,High,2,Decrease,3,Unsatisfied
EMP0968,922,8,Medium,2,No Change,2,Neutral
EMP0969,923,47,Low,1,Decrease,3,Neutral
EMP0970,924,40,High,3,Increase,3,Neutral
EMP0971,925,54,Medium,4,Decrease,4,Unsatisfied
EMP0972,926,46,Medium,1,Increase,3,Satisfied
EMP0973,34,23,Low,3,Increase,2,Unsatisfied
EMP0974,927,20,High,2,Decrease,3,Unsatisfied
EMP0975,928,71,High,4,Increase,3,Satisfied
EMP0976,301,50,Medium,4,Increase,4,Satisfied
EMP0977,929,12,High,3,Increase,1,Satisfied
EMP0978,930,38,Medium,4,Increase,1,Unsatisfied
EMP0979,931,61,Low,3,Increase,1,Satisfied
EMP0980,932,10,Low,5,No Change,1,Unsatisfied
EMP0981,933,5,High,2,Decrease,2,Neutral
EMP0982,934,11,High,3,Decrease,5,Unsatisfied
EMP0983,935,56,High,2,No Change,1,Unsatisfied
EMP0984,936,54,High,3,No Change,4,Satisfied
EMP0985,937,29,Medium,4,No Change,3,Unsatisfied
EMP0986,938,66,Low,5,No Change,2,Unsatisfied
EMP0987,939,3,Medium,2,Increase,3,Neutral
EMP0988,940,51,Low,5,Increase,2,Unsatisfied
EMP0989,941,16,High,2,No Change,4,Neutral
EMP0990,942,58,Medium,3,Increase,3,Satisfied
EMP0991,943,53,Medium,4,Decrease,5,Unsatisfied
EMP0992,283,22,Medium,5,Increase,1,Satisfied
EMP0993,944,5,Low,5,No Change,3,Neutral
EMP0994,945,34,Medium,3,No Change,2,Satisfied
EMP0995,946,31,Low,3,Increase,4,Satisfied
EMP0996,947,33,Medium,1,Decrease,2,Neutral
EMP0997,948,67,Low,3,No Change,4,Neutral
EMP0998,153,37,Low,4,Decrease,2,Satisfied
EMP0999,827,71,Low,4,No Change,5,Unsatisfied
EMP1000,949,48,High,1,Increase,5,Neutral
